Codigo,Descripcion,Limitada a un Sexo,Limite Inferior de edad,Limite Superior de edad
X631,"Envenenamiento autoinfligido intencionalmente por, y exposicion a otras drogas que actuan sobre el sistema nervioso autonomo, institucion residencial",,010A,120A
X632,"Envenenamiento autoinfligido intencionalmente por, y exposicion a otras drogas que actuan sobre el sistema nervioso autonomo, escuelas, otras instituciones y areas administrativas publicas",,010A,120A
X633,"Envenenamiento autoinfligido intencionalmente por, y exposicion a otras drogas que actuan sobre el sistema nervioso autonomo, areas de deporte y atletismo",,010A,120A
X634,"Envenenamiento autoinfligido intencionalmente por, y exposicion a otras drogas que actuan sobre el sistema nervioso autonomo, calles y carreteras",,010A,120A
X635,"Envenenamiento autoinfligido intencionalmente por, y exposicion a otras drogas que actuan sobre el sistema nervioso autonomo, comercio y area de servicios",,010A,120A
X636,"Envenenamiento autoinfligido intencionalmente por, y exposicion a otras drogas que actuan sobre el sistema nervioso autonomo, area industrial y de la construccion",,010A,120A
X637,"Envenenamiento autoinfligido intencionalmente por, y exposicion a otras drogas que actuan sobre el sistema nervioso autonomo, granja",,010A,120A
X638,"Envenenamiento autoinfligido intencionalmente por, y exposicion a otras drogas que actuan sobre el sistema nervioso autonomo, otro lugar especificado",,010A,120A
X639,"Envenenamiento autoinfligido intencionalmente por, y exposicion a otras drogas que actuan sobre el sistema nervioso autonomo, lugar no especificado",,010A,120A
X640,"Envenenamiento autoinfligido intencionalmente por, y exposicion a otras drogas, medicamentos y sustancias biologicas, y los no especificados, vivienda",,010A,120A
X641,"Envenenamiento autoinfligido intencionalmente por, y exposicion a otras drogas, medicamentos y sustancias biologicas, y los no especificados, institucion residencial",,010A,120A
X642,"Envenenamiento autoinfligido intencionalmente por, y exposicion a otras drogas, medicamentos y sustancias biologicas, y los no especificados, escuelas, otras instituciones y areas administrativas  publicas",,010A,120A
X643,"Envenenamiento autoinfligido intencionalmente por, y exposicion a otras drogas, medicamentos y sustancias biologicas, y los no especificados, areas de deporte y atletismo",,010A,120A
X644,"Envenenamiento autoinfligido intencionalmente por, y exposicion a otras drogas, medicamentos y sustancias biologicas, y los no especificados, calles y carreteras",,010A,120A
X645,"Envenenamiento autoinfligido intencionalmente por, y exposicion a otras drogas, medicamentos y sustancias biologicas, y los no especificados, comercio y area de servicios",,010A,120A
X646,"Envenenamiento autoinfligido intencionalmente por, y exposicion a otras drogas, medicamentos y sustancias biologicas, y los no especificados, area industrial y de la construccion",,010A,120A
X647,"Envenenamiento autoinfligido intencionalmente por, y exposicion a otras drogas, medicamentos y sustancias biologicas, y los no especificados, granja",,010A,120A
X648,"Envenenamiento autoinfligido intencionalmente por, y exposicion a otras drogas, medicamentos y sustancias biologicas, y los no especificados, otro lugar especificado",,010A,120A
X649,"Envenenamiento autoinfligido intencionalmente por, y exposicion a otras drogas, medicamentos y sustancias biologicas, y los no especificados, lugar no especificado",,010A,120A
X650,"Envenenamiento autoinfligido intencionalmente por, y exposicion al alcohol, vivienda",,010A,120A
X651,"Envenenamiento autoinfligido intencionalmente por, y exposicion al alcohol, institucion residencial",,010A,120A
X652,"Envenenamiento autoinfligido intencionalmente por, y exposicion al alcohol, escuelas, otras instituciones y areas administrativas publicas",,010A,120A
X653,"Envenenamiento autoinfligido intencionalmente por, y exposicion al alcohol, areas de deporte y atletismo",,010A,120A
X654,"Envenenamiento autoinfligido intencionalmente por, y exposicion al alcohol, calles y carreteras",,010A,120A
X655,"Envenenamiento autoinfligido intencionalmente por, y exposicion al alcohol, comercio y area de servicios",,010A,120A
X656,"Envenenamiento autoinfligido intencionalmente por, y exposicion al alcohol, area industrial y de la construccion",,010A,120A
X657,"Envenenamiento autoinfligido intencionalmente por, y exposicion al alcohol, granja",,010A,120A
X658,"Envenenamiento autoinfligido intencionalmente por, y exposicion al alcohol, otro lugar especificado",,010A,120A
X659,"Envenenamiento autoinfligido intencionalmente por, y exposicion al alcohol, lugar no especificado",,010A,120A
X660,"Envenenamiento autoinfligido intencionalmente por, y exposicion a disolventes organicos e hidrocarburos halogenados y sus vapores, vivienda",,010A,120A
X661,"Envenenamiento autoinfligido intencionalmente por, y exposicion a disolventes organicos e hidrocarburos halogenados y sus vapores, institucion residencial",,010A,120A
X662,"Envenenamiento autoinfligido intencionalmente por, y exposicion a disolventes organicos e hidrocarburos halogenados y sus vapores, escuelas, otras instituciones y areas administrativas  publicas",,010A,120A
X663,"Envenenamiento autoinfligido intencionalmente por, y exposicion a disolventes organicos e hidrocarburos halogenados y sus vapores, areas de deporte y atletismo",,010A,120A
X664,"Envenenamiento autoinfligido intencionalmente por, y exposicion a disolventes organicos e hidrocarburos halogenados y sus vapores, calles y carreteras",,010A,120A
X665,"Envenenamiento autoinfligido intencionalmente por, y exposicion a disolventes organicos e hidrocarburos halogenados y sus vapores, comercio y area de servicios",,010A,120A
X666,"Envenenamiento autoinfligido intencionalmente por, y exposicion a disolventes organicos e hidrocarburos halogenados y sus vapores, area industrial y de la construccion",,010A,120A
X667,"Envenenamiento autoinfligido intencionalmente por, y exposicion a disolventes organicos e hidrocarburos halogenados y sus vapores, granja",,010A,120A
X668,"Envenenamiento autoinfligido intencionalmente por, y exposicion a disolventes organicos e hidrocarburos halogenados y sus vapores, otro lugar especificado",,010A,120A
X669,"Envenenamiento autoinfligido intencionalmente por, y exposicion a disolventes organicos e hidrocarburos halogenados y sus vapores, lugar no especificado",,010A,120A
X670,"Envenenamiento autoinfligido intencionalmente por, y exposicion a otros gases y vapores, vivienda",,010A,120A
X671,"Envenenamiento autoinfligido intencionalmente por, y exposicion a otros gases y vapores, institucion residencial",,010A,120A
X672,"Envenenamiento autoinfligido intencionalmente por, y exposicion a otros gases y vapores, escuelas, otras instituciones y areas administrativas  publicas",,010A,120A
X673,"Envenenamiento autoinfligido intencionalmente por, y exposicion a otros gases y vapores, areas de deporte y atletismo",,010A,120A
X674,"Envenenamiento autoinfligido intencionalmente por, y exposicion a otros gases y vapores, calles y carreteras",,010A,120A
X675,"Envenenamiento autoinfligido intencionalmente por, y exposicion a otros gases y vapores, comercio y area de servicios",,010A,120A
X676,"Envenenamiento autoinfligido intencionalmente por, y exposicion a otros gases y vapores, area industrial y de la construccion",,010A,120A
X677,"Envenenamiento autoinfligido intencionalmente por, y exposicion a otros gases y vapores, granja",,010A,120A
X678,"Envenenamiento autoinfligido intencionalmente por, y exposicion a otros gases y vapores, otro lugar especificado",,010A,120A
X679,"Envenenamiento autoinfligido intencionalmente por, y exposicion a otros gases y vapores, lugar no especificado",,010A,120A
X680,"Envenenamiento autoinfligido intencionalmente por, y exposicion a plaguicidas, vivienda",,010A,120A
X681,"Envenenamiento autoinfligido intencionalmente por, y exposicion a plaguicidas, institucion residencial",,010A,120A
X682,"Envenenamiento autoinfligido intencionalmente por, y exposicion a plaguicidas, escuelas, otras instituciones y areas administrativas  publicas",,010A,120A
X683,"Envenenamiento autoinfligido intencionalmente por, y exposicion a plaguicidas, areas de deporte y atletismo",,010A,120A
X684,"Envenenamiento autoinfligido intencionalmente por, y exposicion a plaguicidas, calles y carreteras",,010A,120A
X685,"Envenenamiento autoinfligido intencionalmente por, y exposicion a plaguicidas, comercio y area de servicios",,010A,120A
X686,"Envenenamiento autoinfligido intencionalmente por, y exposicion a plaguicidas, area industrial y de la construccion",,010A,120A
X687,"Envenenamiento autoinfligido intencionalmente por, y exposicion a plaguicidas, granja",,010A,120A
X688,"Envenenamiento autoinfligido intencionalmente por, y exposicion a plaguicidas, otro lugar especificado",,010A,120A
X689,"Envenenamiento autoinfligido intencionalmente por, y exposicion a plaguicidas, lugar no especificado",,010A,120A
X690,"Envenenamiento autoinfligido intencionalmente por, y exposicion a otros productos quimicos y sustancias nocivas, y los no especificados, vivienda",,010A,120A
X691,"Envenenamiento autoinfligido intencionalmente por, y exposicion a otros productos quimicos y sustancias nocivas, y los no especificados, institucion residencial",,010A,120A
X692,"Envenenamiento autoinfligido intencionalmente por, y exposicion a otros productos quimicos y sustancias nocivas, y los no especificados, escuelas, otras instituciones y areas administrativas  publicas",,010A,120A
X693,"Envenenamiento autoinfligido intencionalmente por, y exposicion a otros productos quimicos y sustancias nocivas, y los no especificados, areas de deporte y atletismo",,010A,120A
X694,"Envenenamiento autoinfligido intencionalmente por, y exposicion a otros productos quimicos y sustancias nocivas, y los no especificados, calles y carreteras",,010A,120A
X695,"Envenenamiento autoinfligido intencionalmente por, y exposicion a otros productos quimicos y sustancias nocivas, y los no especificados, comercio y area de servicios",,010A,120A
X696,"Envenenamiento autoinfligido intencionalmente por, y exposicion a otros productos quimicos y sustancias nocivas, y los no especificados, area industrial y de la construccion",,010A,120A
X697,"Envenenamiento autoinfligido intencionalmente por, y exposicion a otros productos quimicos y sustancias nocivas, y los no especificados, granja",,010A,120A
X698,"Envenenamiento autoinfligido intencionalmente por, y exposicion a otros productos quimicos y sustancias nocivas, y los no especificados, otro lugar especificado",,010A,120A
X699,"Envenenamiento autoinfligido intencionalmente por, y exposicion a otros productos quimicos y sustancias nocivas, y los no especificados, lugar no especificado",,010A,120A
X700,"Lesion autoinfligida intencionalmente por ahorcamiento, estrangulamiento o sofocacion vivienda",,010A,120A
X701,"Lesion autoinfligida intencionalmente por ahorcamiento, estrangulamiento o sofocacion, institucion residencial",,010A,120A
X702,"Lesion autoinfligida intencionalmente por ahorcamiento, estrangulamiento o sofocacion, escuelas, otras instituciones y areas administrativas  publicas",,010A,120A
X703,"Lesion autoinfligida intencionalmente por ahorcamiento, estrangulamiento o sofocacion, areas de deporte y atletismo",,010A,120A
X704,"Lesion autoinfligida intencionalmente por ahorcamiento, estrangulamiento o sofocacion, calles y carreteras",,010A,120A
X705,"Lesion autoinfligida intencionalmente por ahorcamiento, estrangulamiento o sofocacion, comercio y area de servicios",,010A,120A
X706,"Lesion autoinfligida intencionalmente por ahorcamiento, estrangulamiento o sofocacion, area industrial y de la construccion",,010A,120A
X707,"Lesion autoinfligida intencionalmente por ahorcamiento, estrangulamiento o sofocacion, granja",,010A,120A
X708,"Lesion autoinfligida intencionalmente por ahorcamiento, estrangulamiento o sofocacion, otro lugar especificado",,010A,120A
X709,"Lesion autoinfligida intencionalmente por ahorcamiento, estrangulamiento o sofocacion, lugar no especificado",,010A,120A
